Processando template : 85_3.dat
Processando template : 85_4.dat
Processando template : 85_5.dat
Processando template : 85_6.dat
Processando template : 85_7.dat
Processando template : 85_8.dat
Processando template : 86_1.dat
Processando template : 86_2.dat
Processando template : 86_3.dat
Processando template : 86_4.dat
Processando template : 86_5.dat
Processando template : 86_6.dat
Processando template : 86_7.dat
Processando template : 86_8.dat
Processando template : 87_1.dat
Processando template : 87_2.dat
Processando template : 87_3.dat
Processando template : 87_4.dat
Processando template : 87_5.dat
Processando template : 87_6.dat
Processando template : 87_7.dat
Processando template : 87_8.dat
Processando template : 88_1.dat
Processando template : 88_2.dat
Processando template : 88_3.dat
Processando template : 88_4.dat
Processando template : 88_5.dat
Processando template : 88_6.dat
Processando template : 88_7.dat
Processando template : 88_8.dat
Processando template : 89_1.dat
Processando template : 89_2.dat
Processando template : 89_3.dat
Processando template : 89_4.dat
Processando template : 89_5.dat
Processando template : 89_6.dat
Processando template : 89_7.dat
Processando template : 89_8.dat
Processando template : 8_1.dat
Processando template : 8_2.dat
Processando template : 8_3.dat
Processando template : 8_4.dat
Processando template : 8_5.dat
Processando template : 8_6.dat
Processando template : 8_7.dat
Processando template : 8_8.dat
Processando template : 90_1.dat
Processando template : 90_2.dat
Processando template : 90_3.dat
Processando template : 90_4.dat
Processando template : 90_5.dat
Processando template : 90_6.dat
Processando template : 90_7.dat
Processando template : 90_8.dat
Processando template : 91_1.dat
Processando template : 91_2.dat
Processando template : 91_3.dat
Processando template : 91_4.dat
Processando template : 91_5.dat
Processando template : 91_6.dat
Processando template : 91_7.dat
Processando template : 91_8.dat
Processando template : 92_1.dat
Processando template : 92_2.dat
Processando template : 92_3.dat
Processando template : 92_4.dat
Processando template : 92_5.dat
Processando template : 92_6.dat
Processando template : 92_7.dat
Processando template : 92_8.dat
Processando template : 93_1.dat
Processando template : 93_2.dat
Processando template : 93_3.dat
Processando template : 93_4.dat
Processando template : 93_5.dat
Processando template : 93_6.dat
Processando template : 93_7.dat
Processando template : 93_8.dat
Processando template : 94_1.dat
Processando template : 94_2.dat
Processando template : 94_3.dat
Processando template : 94_4.dat
Processando template : 94_5.dat
Processando template : 94_6.dat
Processando template : 94_7.dat
Processando template : 94_8.dat
Processando template : 95_1.dat
Processando template : 95_2.dat
Processando template : 95_3.dat
Processando template : 95_4.dat
Processando template : 95_5.dat
Processando template : 95_6.dat
Processando template : 95_7.dat
Processando template : 95_8.dat
Processando template : 96_1.dat
Processando template : 96_2.dat
Processando template : 96_3.dat
Processando template : 96_4.dat
Processando template : 96_5.dat
Processando template : 96_6.dat
Processando template : 96_7.dat
Processando template : 96_8.dat
Processando template : 97_1.dat
Processando template : 97_2.dat
Processando template : 97_3.dat
Processando template : 97_4.dat
Processando template : 97_5.dat
Processando template : 97_6.dat
Processando template : 97_7.dat
Processando template : 97_8.dat
Processando template : 98_1.dat
Processando template : 98_2.dat
Processando template : 98_3.dat
Processando template : 98_4.dat
Processando template : 98_5.dat
Processando template : 98_6.dat
Processando template : 98_7.dat
Processando template : 98_8.dat
Processando template : 99_1.dat
Processando template : 99_2.dat
Processando template : 99_3.dat
Processando template : 99_4.dat
Processando template : 99_5.dat
Processando template : 99_6.dat
Processando template : 99_7.dat
Processando template : 99_8.dat
Processando template : 9_1.dat
Processando template : 9_2.dat
Processando template : 9_3.dat
Processando template : 9_4.dat
Processando template : 9_5.dat
Processando template : 9_6.dat
Processando template : 9_7.dat
Processando template : 9_8.dat
